Value,Condition,Key,Teacher,Student
15.09375,Neither,IAB,B,IA
20.34375,Similarity,I,I,I
19.34375,Overlap,A,I,I
9.78125,Overlap,B,I,I
15.0,Overlap,AB,I,I
23.0625,Other,IB,I,I
19.125,Other,IA,I,I
22.15625,Other,IAB,I,I
38.875,Neither,I,A,I
72.1875,Neither,A,A,I
19.875,Neither,B,A,I
4.75,Neither,AB,A,I
31.875,Neither,IB,A,I
30.375,Neither,IA,A,I
29.34375,Neither,IAB,A,I
41.0625,Neither,I,A,I
65.84375,Neither,A,A,I
24.59375,Neither,B,A,I
12.5,Neither,AB,A,I
33.15625,Neither,IB,A,I
28.71875,Neither,IA,A,I
29.65625,Neither,IAB,A,I
0.53125,Student,I,B,IB
0.03125,Overlap,A,B,IB
42.0625,Similarity,B,B,IB
44.96875,Other,AB,B,IB
40.3125,Student TP,IB,B,IB
0.65625,Overlap,IA,B,IB
40.1875,Other,IAB,B,IB
15.84375,Similarity,I,I,IAB
5.4375,Student,A,I,IAB
3.71875,Student,B,I,IAB
7.84375,Student,AB,I,IAB
33.4375,Other,IB,I,IAB
15.03125,Other,IA,I,IAB
35.5625,Student TP,IAB,I,IAB
14.78125,Student,I,A,IAB
0.0,Similarity,A,A,IAB
1.59375,Student,B,A,IAB
7.25,Other,AB,A,IAB
19.4375,Student,IB,A,IAB
14.875,Other,IA,A,IAB
20.84375,Student TP,IAB,A,IAB
42.96875,Student,I,A,IAB
100.0,Similarity,A,A,IAB
55.9375,Student,B,A,IAB
61.1875,Other,AB,A,IAB
29.9375,Student,IB,A,IAB
38.375,Other,IA,A,IAB
29.71875,Student TP,IAB,A,IAB
25.96875,Similarity,I,IAB,IAB
19.84375,Similarity,A,IAB,IAB
34.15625,Similarity,B,IAB,IAB
51.5625,Similarity,AB,IAB,IAB
40.5625,Similarity,IB,IAB,IAB
11.03125,Similarity,IA,IAB,IAB
52.53125,Similarity,IAB,IAB,IAB
37.1875,Similarity,I,IB,IAB
86.59375,Student,A,IB,IAB
50.15625,Similarity,B,IB,IAB
56.21875,Overlap,AB,IB,IAB
55.625,Similarity,IB,IB,IAB
38.21875,Overlap,IA,IB,IAB
56.84375,Student TP,IAB,IB,IAB
1.0,Similarity,I,IA,IAB
9.625,Similarity,A,IA,IAB
14.1875,Student,B,IA,IAB
32.46875,Overlap,AB,IA,IAB
7.59375,Overlap,IB,IA,IAB
9.59375,Similarity,IA,IA,IAB
37.78125,Student TP,IAB,IA,IAB
49.21875,Student,I,A,IA
18.9375,Similarity,A,A,IA
1.28125,Overlap,B,A,IA
4.84375,Other,AB,A,IA
24.625,Overlap,IB,A,IA
36.8125,Student TP,IA,A,IA
23.0,Other,IAB,A,IA
22.375,Similarity,I,I,IA
6.78125,Student,A,I,IA
38.3125,Overlap,B,I,IA
47.78125,Overlap,AB,I,IA
28.34375,Other,IB,I,IA
24.65625,Student TP,IA,I,IA
31.90625,Other,IAB,I,IA
16.21875,Student,I,A,IA
68.40625,Similarity,A,A,IA
28.8125,Overlap,B,A,IA
12.15625,Other,AB,A,IA
20.78125,Overlap,IB,A,IA
17.21875,Student TP,IA,A,IA
14.78125,Other,IAB,A,IA
2.71875,Overlap,I,B,AB
8.125,Student,A,B,AB
45.125,Similarity,B,B,AB
46.15625,Student TP,AB,B,AB
30.625,Other,IB,B,AB
2.4375,Overlap,IA,B,AB
30.0,Other,IAB,B,AB
8.4375,Similarity,I,IAB,IA
9.84375,Similarity,A,IAB,IA
14.1875,Teacher,B,IAB,IA
11.84375,Overlap,AB,IAB,IA
17.1875,Overlap,IB,IAB,IA
16.6875,Similarity,IA,IAB,IA
16.75,Teacher SP,IAB,IAB,IA
54.75,Similarity,I,IA,IA
9.625,Similarity,A,IA,IA
0.0,Overlap,B,IA,IA
9.625,Overlap,AB,IA,IA
42.90625,Overlap,IB,IA,IA
15.53125,Similarity,IA,IA,IA
15.4375,Other,IAB,IA,IA
26.5625,Similarity,I,IB,IA
21.53125,Student,A,IB,IA
2.6875,Teacher,B,IB,IA
2.15625,Overlap,AB,IB,IA
17.59375,Teacher SP,IB,IB,IA
25.9375,Student TP,IA,IB,IA
18.125,Other,IAB,IB,IA
16.15625,Neither,I,A,IB
0.0,Neither,A,A,IB
0.65625,Neither,B,A,IB
5.5625,Neither,AB,A,IB
20.90625,Neither,IB,A,IB
18.46875,Neither,IA,A,IB
22.0625,Neither,IAB,A,IB
10.71875,Similarity,I,I,IB
7.1875,Overlap,A,I,IB
5.71875,Student,B,I,IB
11.03125,Overlap,AB,I,IB
17.9375,Student TP,IB,I,IB
11.875,Other,IA,I,IB
19.0,Other,IAB,I,IB
22.25,Neither,I,A,IB
100.0,Neither,A,A,IB
8.8125,Neither,B,A,IB
16.53125,Neither,AB,A,IB
22.28125,Neither,IB,A,IB
22.75,Neither,IA,A,IB
22.8125,Neither,IAB,A,IB
36.8125,Similarity,I,IAB,IB
0.0,Teacher,A,IAB,IB
17.0625,Similarity,B,IAB,IB
21.15625,Overlap,AB,IAB,IB
31.0625,Similarity,IB,IAB,IB
10.375,Overlap,IA,IAB,IB
24.75,Teacher SP,IAB,IAB,IB
38.09375,Similarity,I,IA,IB
0.0,Teacher,A,IA,IB
0.03125,Student,B,IA,IB
0.0,Overlap,AB,IA,IB
31.65625,Student TP,IB,IA,IB
4.28125,Teacher SP,IA,IA,IB
4.28125,Other,IAB,IA,IB
37.28125,Similarity,I,IB,IB
89.78125,Overlap,A,IB,IB
44.84375,Similarity,B,IB,IB
52.78125,Overlap,AB,IB,IB
56.78125,Similarity,IB,IB,IB
38.5625,Overlap,IA,IB,IB
57.5,Other,IAB,IB,IB
5.21875,Overlap,I,B,B
8.84375,Overlap,A,B,B
43.25,Similarity,B,B,B
43.625,Other,AB,B,B
31.09375,Other,IB,B,B
4.78125,Overlap,IA,B,B
30.34375,Other,IAB,B,B
2.0,Overlap,I,A,AB
64.96875,Similarity,A,A,AB
48.0,Student,B,A,AB
26.25,Student TP,AB,A,AB
6.90625,Overlap,IB,A,AB
1.25,Other,IA,A,AB
7.21875,Other,IAB,A,AB
2.03125,Overlap,I,A,AB
65.75,Similarity,A,A,AB
44.96875,Student,B,A,AB
28.21875,Student TP,AB,A,AB
9.65625,Overlap,IB,A,AB
1.4375,Other,IA,A,AB
9.875,Other,IAB,A,AB
6.125,Neither,I,I,AB
9.25,Neither,A,I,AB
25.25,Neither,B,I,AB
33.09375,Neither,AB,I,AB
4.875,Neither,IB,I,AB
6.125,Neither,IA,I,AB
5.34375,Neither,IAB,I,AB
17.59375,Teacher,I,IAB,AB
19.84375,Similarity,A,IAB,AB
24.125,Similarity,B,IAB,AB
46.375,Similarity,AB,IAB,AB
32.375,Overlap,IB,IAB,AB
10.40625,Overlap,IA,IAB,AB
36.28125,Teacher SP,IAB,IAB,AB
0.25,Teacher,I,IA,AB
9.625,Similarity,A,IA,AB
27.5625,Student,B,IA,AB
45.03125,Student TP,AB,IA,AB
30.1875,Overlap,IB,IA,AB
9.59375,Teacher SP,IA,IA,AB
29.59375,Other,IAB,IA,AB
28.21875,Teacher,I,IB,AB
99.34375,Student,A,IB,AB
44.0625,Similarity,B,IB,AB
46.25,Student TP,AB,IB,AB
38.71875,Teacher SP,IB,IB,AB
28.84375,Overlap,IA,IB,AB
38.84375,Other,IAB,IB,AB
24.875,Neither,I,A,B
20.75,Neither,A,A,B
37.21875,Neither,B,A,B
10.78125,Neither,AB,A,B
19.8125,Neither,IB,A,B
23.5,Neither,IA,A,B
18.3125,Neither,IAB,A,B
0.65625,Neither,I,A,B
20.28125,Neither,A,A,B
39.1875,Neither,B,A,B
18.1875,Neither,AB,A,B
6.4375,Neither,IB,A,B
0.25,Neither,IA,A,B
8.375,Neither,IAB,A,B
0.40625,Neither,I,I,B
18.09375,Neither,A,I,B
26.71875,Neither,B,I,B
9.5625,Neither,AB,I,B
0.34375,Neither,IB,I,B
0.09375,Neither,IA,I,B
0.1875,Neither,IAB,I,B
12.3125,Teacher,I,IAB,B
19.84375,Teacher,A,IAB,B
46.25,Similarity,B,IAB,B
34.15625,Other,AB,IAB,B
18.8125,Other,IB,IAB,B
8.125,Teacher,IA,IAB,B
26.78125,Teacher SP,IAB,IAB,B
33.5,Neither,I,IA,B
10.21875,Neither,A,IA,B
53.25,Neither,B,IA,B
8.25,Neither,AB,IA,B
18.71875,Neither,IB,IA,B
2.46875,Neither,IA,IA,B
2.15625,Neither,IAB,IA,B
34.59375,Teacher,I,IB,B
92.40625,Overlap,A,IB,B
48.875,Similarity,B,IB,B
46.8125,Other,AB,IB,B
42.875,Teacher SP,IB,IB,B
34.96875,Overlap,IA,IB,B
41.3125,Other,IAB,IB,B
96.90625,Neither,I,B,A
54.40625,Neither,A,B,A
15.75,Neither,B,B,A
17.03125,Neither,AB,B,A
70.90625,Neither,IB,B,A
97.3125,Neither,IA,B,A
69.65625,Neither,IAB,B,A
15.84375,Teacher,I,IAB,A
70.40625,Similarity,A,IAB,A
24.09375,Teacher,B,IAB,A
27.375,Other,AB,IAB,A
21.40625,Teacher,IB,IAB,A
18.75,Other,IA,IAB,A
20.3125,Teacher SP,IAB,IAB,A
1.28125,Teacher,I,IA,A
87.78125,Similarity,A,IA,A
1.21875,Overlap,B,IA,A
43.9375,Other,AB,IA,A
0.84375,Overlap,IB,IA,A
29.34375,Teacher SP,IA,IA,A
21.8125,Other,IAB,IA,A
18.15625,Neither,I,IB,A
75.59375,Neither,A,IB,A
10.25,Neither,B,IB,A
13.78125,Neither,AB,IB,A
15.40625,Neither,IB,IB,A
19.65625,Neither,IA,IB,A
16.59375,Neither,IAB,IB,A
48.40625,Overlap,I,A,A
57.46875,Similarity,A,A,A
15.15625,Overlap,B,A,A
28.53125,Other,AB,A,A
19.15625,Overlap,IB,A,A
53.21875,Other,IA,A,A
22.6875,Other,IAB,A,A
31.71875,Overlap,I,A,A
100.0,Similarity,A,A,A
17.53125,Overlap,B,A,A
31.375,Other,AB,A,A
6.09375,Overlap,IB,A,A
36.46875,Other,IA,A,A
7.25,Other,IAB,A,A
3.875,Neither,I,I,A
40.625,Neither,A,I,A
17.40625,Neither,B,I,A
10.03125,Neither,AB,I,A
0.375,Neither,IB,I,A
2.1875,Neither,IA,I,A
0.34375,Neither,IAB,I,A
19.21875,Similarity,I,IAB,I
9.84375,Teacher,A,IAB,I
21.375,Teacher,B,IAB,I
8.5625,Teacher,AB,IAB,I
14.40625,Other,IB,IAB,I
14.75,Other,IA,IAB,I
14.25,Teacher SP,IAB,IAB,I
30.0625,Similarity,I,IA,I
10.21875,Teacher,A,IA,I
11.8125,Overlap,B,IA,I
6.625,Overlap,AB,IA,I
15.59375,Other,IB,IA,I
5.5625,Teacher SP,IA,IA,I
9.09375,Other,IAB,IA,I
24.8125,Similarity,I,IB,I
20.9375,Overlap,A,IB,I
2.96875,Teacher,B,IB,I
1.21875,Overlap,AB,IB,I
16.5,Teacher SP,IB,IB,I
24.0,Other,IA,IB,I
16.875,Other,IAB,IB,I
36.53125,Neither,I,B,I
2.09375,Neither,A,B,I
15.15625,Neither,B,B,I
18.875,Neither,AB,B,I
16.75,Neither,IB,B,I
38.625,Neither,IA,B,I
17.8125,Neither,IAB,B,I
25.71875,Neither,I,A,I
71.59375,Neither,A,A,I
19.90625,Neither,B,A,I
4.46875,Neither,AB,A,I
15.78125,Neither,IB,A,I
16.78125,Neither,IA,A,I
12.21875,Neither,IAB,A,I
26.15625,Neither,I,A,I
8.3125,Neither,A,A,I
55.09375,Neither,B,A,I
43.84375,Neither,AB,A,I
46.09375,Neither,IB,A,I
29.1875,Neither,IA,A,I
40.125,Neither,IAB,A,I
22.9375,Similarity,I,I,I
61.15625,Overlap,A,I,I
25.125,Overlap,B,I,I
30.03125,Overlap,AB,I,I
28.0,Other,IB,I,I
21.6875,Other,IA,I,I
28.53125,Other,IAB,I,I
